Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
45,0.423915452,2.684504178,0,17,2.872684492,0.35,0,141.4470504,246.6762445,LowAcc,400000,13.96195246,0.047184403,0.866737863,18.36916037,3.110761637,2.345667484,0.703700245,0.130132581,0.168876564,0.1569382,0.011938364,-0.03022948,0.128399404,1.747931475,2,0,1,0.247645168,3,1,1,Titan,141.4470504,58.18938495,0,52.2544,89.19265039,4.171649911,6.791471619,0.075058855,0.824527357,0.265853914,14.13873365,4.721386565,0,0.014583564,0,0,V-tail,no,no,0,summer,0.090784116,10,5
46,0.37155936,2.469233113,0,16.40952381,1.672622154,0.35,0,144.2203698,264.7578397,LowAcc,400000,14.07408992,0.055926519,0.992254749,17.74211521,3.44484744,2.36956559,0.710869677,0.154403184,0.172148555,0.150684878,0.021463677,0.158459692,0.152027007,1.766693999,2,0,6,0.253975668,3,1,1,Titan,144.2203698,60.82123478,0,52.2544,91.9659698,3.879260365,6.943667141,0.075065382,0.840502611,0.27612315,14.41585411,4.699678697,0,0.014583564,0,0,V-tail,yes,yes,0,spring,0.09006078,10,5
47,1.052188552,3.229813916,0,9.914285714,1.53143835,0.35,0,155.8909656,293.3997131,LowAcc,400000,14.60569708,0.019860996,0.35168045,17.70709063,0.398568335,2.42768936,0.728306808,0.066999124,0.093039692,0.044378411,0.048661281,0.150191075,0.071400554,1.812327264,2,0,6,0.268750734,3,1,1,Titan,155.8909656,67.17584238,0,52.2544,103.6365656,7.804789498,7.538548219,0.091600151,0.454259428,0.300632768,15.58202094,4.674288643,0,0.014583564,0,0,V-tail,yes,yes,0,summer,0.028927605,30,5
48,0.580983727,2.538927487,0,11.0952381,2.025581665,0.35,0,150.6950926,282.3157986,LowAcc,400000,15.09960378,0.033120686,0.57606232,17.39282569,1.563515301,2.405976655,0.721792997,0.118863042,0.170116599,0.138178235,0.031938364,0.15276413,0.118256595,1.795280511,2,0,1,0.263328381,3,1,1,Titan,150.6950926,64.82618266,0,52.2544,98.44069261,5.177240567,7.477682106,0.0804173,0.830581736,0.29155032,15.06281598,4.679638376,0,0.014583564,0,0,V-tail,yes,yes,0,summer,0.083944157,10,5
49,0.423915452,2.684504178,0,17,2.872684492,0.35,0,137.0267564,235.6366462,LowAcc,400000,13.87719975,0.046105457,0.849939242,18.43467773,3.123371953,2.313276096,0.693982829,0.05359658,0.061186671,0.044378411,0.01680826,0.15314256,0.054196034,1.722500832,2,0,2,0.238797102,3,1,1,Titan,137.0267564,54.57385748,0,52.2544,84.77235638,4.605427453,6.495912628,0.0716307,0.298739404,0.25173682,13.69704627,4.763422061,0,0.014583564,0,0,V-tail,yes,yes,0,fall,0.009133857,100,4.7
50,0.528627635,2.891778991,0,15.81904762,2.872684492,0.35,0,145.4454444,264.5041963,LowAcc,400000,14.13350545,0.037027621,0.697454545,18.83606137,2.351410692,2.371442462,0.711432739,0.07066798,0.081406243,0.050631733,0.03077451,0.151523993,0.071180957,1.768167541,2,0,6,0.254466173,3,1,1,Titan,145.4454444,60.97292967,0,52.2544,93.19104443,5.238757902,6.973608701,0.080233816,0.397459972,0.276924684,14.53826932,4.698276803,0,0.014583564,0,0,V-tail,no,no,0,spring,0.008968218,100,3.35
51,0.842764185,2.803171906,0,9.323809524,1.460846448,0.35,0,172.40293,381.7699043,LowAcc,400000,16.66923311,0.022634519,0.372797303,16.47029925,0.830810632,2.617654241,0.702619378,0.124006993,0.188876564,0.1569382,0.031938364,0.148437749,0.124531609,2.617654241,3,0,6,0.309385613,3,1,1,Titan,172.40293,86.61004969,0,52.2544,120.14853,6.422688672,8.45192992,0.105753446,0.92217588,0.371866505,17.23194947,0.017532813,0,0.014583564,0,0,V-tail,yes,yes,0,spring,0.00760397,100,5
52,0.37155936,2.513266623,0,17,2.237357372,0.35,0,138.5523979,243.4094349,LowAcc,400000,14.06424602,0.05314591,0.954593255,17.96174434,3.384741839,2.326020842,0.697806253,0.119127548,0.183236228,0.169444843,0.013791385,0.163965394,0.117668574,1.732506797,2,0,2,0.242317025,3,1,1,Titan,138.5523979,56.02638471,0,52.2544,86.29799791,3.812838779,6.62660644,0.07111967,0.894637356,0.257319731,13.84949081,4.745016856,0,0.014583564,0,0,V-tail,no,no,0,fall,0.090123815,10,2.6
53,0.528627635,2.608002219,0,12.86666667,1.813805959,0.35,0,144.9122883,258.7491668,LowAcc,400000,14.48638156,0.03508264,0.661455972,18.85422431,2.007006755,2.367246494,0.710173948,0.114573927,0.151356634,0.11941827,0.031938364,0.164886756,0.113782983,1.764873265,2,0,5,0.25336828,3,1,1,Titan,144.9122883,60.52487153,0,52.2544,92.65788828,4.806871807,7.034202007,0.076781828,0.738987592,0.27513178,14.48498846,4.701469712,0,0.014583564,0,0,V-tail,yes,yes,0,winter,0.029165864,30,2.9
54,1.104544644,3.406314503,0,10.5047619,2.519724981,0.35,0,157.9877544,277.2927109,LowAcc,400000,14.3024586,0.019462626,0.354065967,18.19209592,0.681020404,2.397801637,0.719340491,0.072575458,0.107695108,0.044378411,0.063316697,0.150751241,0.07643474,1.788862262,2,0,3,0.261257657,3,1,1,Titan,157.9877544,63.88747045,0,52.2544,99.89158143,7.324938373,7.284031016,0.092648126,0.525813414,0.288108578,15.79111132,4.682876582,0,0.014583564,0,5.841772995,V-tail,yes,yes,2,spring,0.029540924,30,2.75
55,0.476271544,2.845455367,0,17,2.590316883,0.35,0,134.7453628,225.6962012,LowAcc,400000,13.66489458,0.040981168,0.76720611,18.72094316,2.683917446,2.291460681,0.687438204,0.108152942,0.168876564,0.1569382,0.011938364,0.157990961,0.107122695,1.70537344,2,0,2,0.23264842,3,1,1,Titan,134.7453628,52.17392372,0,52.2544,82.49096278,4.60185822,6.296989556,0.071156751,0.824527357,0.24209015,13.46470411,4.801129346,0,0.014583564,0,0,V-tail,no,no,0,winter,0.009275765,100,4.25
56,0.895120277,3.393702143,0,12.86666667,1.460846448,0.35,0,147.0496782,249.036632,LowAcc,400000,13.71445741,0.023343566,0.442273434,18.94626668,1.004113387,2.373586147,0.712075844,0.093904974,0.16153557,0.131924914,0.029610656,0.161319067,0.095174305,1.769850559,2,0,5,0.255025253,3,1,1,Titan,147.0496782,61.22388866,0,52.2544,94.79527825,6.146593194,6.86236481,0.086011816,0.788685495,0.277839299,14.69858423,4.696727181,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.030807477,30,4.1
57,1.366325102,3.569223305,0,9.323809524,2.660908785,0.35,0,147.6588013,257.8795349,LowAcc,400000,14.06496844,0.015454431,0.276626128,17.89946998,-0.155611025,2.35847071,0.707541213,0.090323203,0.198580811,0.169444843,0.029135968,0.150483319,0.095831236,1.757983352,2,0,2,0.251056537,3,1,1,Titan,147.6588013,59.59959514,0,52.2544,95.40440131,8.09375812,6.900172739,0.087067703,0.96955615,0.271370363,14.7594494,4.708848126,0,0.014583564,0,0,V-tail,no,yes,0,summer,0.090119186,10,5
58,1.418681194,3.967443211,0,11.0952381,2.096173568,0.35,0,155.5619619,287.1007747,LowAcc,400000,13.38805505,0.016057488,0.309776916,19.29174202,0.373795457,2.422710184,0.726813055,0.080123029,0.161315998,0.125671592,0.035644406,0.150416754,0.085274292,1.808418089,2,0,2,0.267516988,3,1,1,Titan,155.5619619,66.61353856,0,52.2544,103.3075619,8.091670229,7.178927599,0.098386615,0.787613451,0.298557362,15.5491717,4.675112852,0,0.014583564,0,0,V-tail,no,no,0,summer,0.00946757,100,4.85
59,1.156900736,3.582748822,0,11.0952381,2.872684492,0.35,0,147.8878254,243.6024431,LowAcc,400000,13.54876135,0.018706142,0.352616451,18.85030366,0.396222557,2.372909298,0.711872789,0.066266718,0.104346937,0.069391698,0.034955239,0.147687694,0.070543232,1.769319161,2,0,3,0.254848861,3,1,1,Titan,147.8878254,61.14953015,0,52.2544,95.63342537,7.268660395,6.845964182,0.088120371,0.509466217,0.277550617,14.78233933,4.697210552,0,0.014583564,0,0,V-tail,yes,yes,0,winter,0.031184241,30,3.65
60,0.37155936,2.513266623,0,17,1.602030252,0.35,0,142.3446356,256.8016665,LowAcc,400000,14.13934566,0.054392757,0.970330552,17.8393337,3.434828538,2.354817938,0.706445381,0.122274268,0.183925394,0.169444843,0.014480551,0.159215092,0.120726992,1.755115543,2,0,3,0.250088014,3,1,1,Titan,142.3446356,59.1439763,0,52.2544,90.0902356,3.899456724,6.84972843,0.0740587,0.898002158,0.269800042,14.22842337,4.712206314,0,0.014583564,0,0,V-tail,no,no,0,fall,0.008964513,100,5
61,0.37155936,2.424399969,0,15.81904762,2.872684492,0.35,0,149.8736499,284.7286778,LowAcc,400000,14.69267597,0.055766251,0.946151552,16.96638277,3.349215362,2.413723181,0.724116954,0.077870271,0.098926172,0.088151662,0.01077451,0.150777816,0.077579441,1.801362347,2,0,3,0.265275653,3,1,1,Titan,149.8736499,65.63885655,0,52.2544,97.61924987,4.028969142,7.42200782,0.079096693,0.482999732,0.294800366,14.98073579,4.67720022,0,0.014583564,0,0,V-tail,no,yes,0,fall,0.028756357,30,3.5
62,1.418681194,3.273288992,0,7.552380952,2.660908785,0.35,0,180.8389113,396.997369,LowAcc,400000,16.85905725,0.013725942,0.227094142,16.54488535,-0.172729765,2.65575128,0.712324331,0.102369478,0.195129886,0.163191522,0.031938364,0.149306394,0.107400854,2.65575128,3,0,5,0.319636179,3,1,1,Titan,180.8389113,91.94833734,0,52.2544,128.5845113,8.246667722,8.820627225,0.118989203,0.952707263,0.390703853,18.07490563,0.016989482,0,0.014583564,0,0,V-tail,no,yes,0,winter,0.007518353,100,4.55
63,0.423915452,2.281242389,0,12.27619048,2.872684492,0.35,0,159.4561564,316.4963381,LowAcc,400000,15.27678774,0.049869194,0.816137598,16.36556613,2.594733985,2.479297685,0.743789305,0.15122791,0.186508219,0.163191522,0.023316697,0.155418661,0.149253419,1.852845222,2,0,2,0.281219703,3,1,1,Titan,159.4561564,72.85370785,0,52.2544,107.2017564,4.304477512,8.095039314,0.084675625,0.91061261,0.321899765,15.93823955,4.678520567,0,0.014583564,0,0,V-tail,yes,no,0,fall,0.027656851,30,3.95
64,1.418681194,3.750361409,0,9.914285714,1.884397861,0.35,0,153.1553743,260.4237128,LowAcc,400000,13.93470665,0.015196447,0.28152515,18.52572201,-0.142060222,2.406076492,0.721822948,0.065124439,0.113836705,0.081898341,0.031938364,0.142894586,0.071306606,1.795358893,2,0,3,0.263353569,3,1,1,Titan,153.1553743,64.84333146,0,52.2544,100.9009743,7.955554399,7.157663143,0.094158275,0.555799308,0.291592276,15.30868878,4.679603099,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.090961622,10,3.8
65,1.418681194,4.07164624,0,11.68571429,2.872684492,0.35,0,144.4734228,229.4616002,LowAcc,400000,12.92762867,0.015637312,0.30855376,19.7318921,0.37093818,2.348271555,0.704481467,0.065798182,0.1143063,0.075645019,0.038661281,0.143418134,0.07103626,1.749975945,2,0,6,0.248342809,3,1,1,Titan,144.4734228,58.43912024,0,52.2544,92.21902283,7.142459774,6.548709992,0.089250699,0.558092071,0.266978734,14.44116738,4.718660375,0,0.014583564,0,0,V-tail,no,no,0,fall,0.032682547,30,4.55
66,0.37155936,2.513266623,0,17,1.813805959,0.35,0,150.6469018,265.5722912,LowAcc,400000,14.39827446,0.055419767,0.990322242,17.86947684,3.678246087,2.420442923,0.726132877,0.201636249,0.156369921,0.144431557,0.001938364,0.858649784,0.198095102,1.80663805,2,0,1,0.266953314,3,1,1,Titan,150.6469018,66.42492502,0,52.2544,98.39250179,3.829875379,7.247622203,0.08083528,0.763464595,0.297610889,15.05801894,4.675565912,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.088033015,10,3.95
67,0.37155936,2.424399969,0,15.81904762,1.460846448,0.35,0,146.9418486,273.1986512,LowAcc,400000,14.43439881,0.054409126,0.961137059,17.66499726,3.413218065,2.389196024,0.716758807,0.081807322,0.185563936,0.169444843,0.016119093,0.141348312,0.081426107,1.782105952,2,0,5,0.259059983,3,1,1,Titan,146.9418486,62.98120846,0,52.2544,94.68744863,3.871055007,7.178644609,0.076644978,0.906002218,0.284472044,14.68778703,4.68705072,0,0.014583564,0,0,V-tail,no,yes,0,fall,0.087812699,10,4.1
68,0.633339819,2.919408232,0,13.45714286,2.025581665,0.35,0,173.4230258,362.809807,LowAcc,400000,14.67052995,0.034973436,0.644234222,18.42067302,1.983389902,2.574143171,0.772242951,0.06416112,0.076316775,0.044378411,0.031938364,0.151991838,0.065378252,1.927308892,2,0,1,0.30279913,3,1,1,Titan,173.4230258,83.27268465,0,52.2544,121.1686258,6.248280334,8.724656209,0.105125519,0.37261102,0.359945236,17.33386174,4.736877485,0,0.014583564,0,0,V-tail,yes,yes,0,summer,0.00863993,100,5
69,0.432992243,2.508098751,0,14.52811095,1.99202365,0.35,0,160.5428406,322.5857394,LowAcc,400000,14.74700085,0.050661747,0.863314125,17.04074907,3.023803522,2.488939328,0.746681798,0.076248939,0.096405134,0.07724175,0.019163384,0.154721295,0.076210874,1.860414924,2,0,6,0.283488403,3,1,1,Titan,160.5428406,73.91544618,0,52.2544,108.2884406,4.707293717,8.037374098,0.088711924,0.47069095,0.32582602,16.04683338,4.681680788,0,0.014583564,0,0,V-tail,yes,no,0,spring,0.028650425,30,3.481330835
70,0.646941308,2.681301295,0,11.11287306,2.66933088,0.35,0,157.9295221,307.4447285,LowAcc,400000,15.18671474,0.030287597,0.535964714,17.69584813,1.392922651,2.457726585,0.737317976,0.081093674,0.101429824,0.07351395,0.027915874,0.21200276,0.082093967,1.835909642,2,0,6,0.276076468,3,1,1,Titan,157.9295221,70.52385346,0,52.2544,105.6751221,5.873294883,7.907326892,0.088028349,0.495223628,0.313063357,15.78570051,4.674047492,0,0.014583564,0,0,V-tail,yes,no,0,summer,0.083462654,10,4.472197364
71,1.271175658,3.527885793,0,9.790919207,2.600978892,0.35,0,180.8450068,350.1514433,LowAcc,400000,15.11825531,0.018116505,0.315183181,17.39757066,0.135904733,2.540608529,0.762182559,0.064936713,0.102823271,0.073967408,0.028855863,0.150063941,0.070630296,1.900980675,2,0,6,0.2953495,3,1,1,Titan,180.8450068,79.64996823,0,52.2544,121.3764726,9.29292432,8.671401391,0.114290355,0.50202703,0.346635129,18.07494687,4.709695668,0,0.014583564,0,7.214134241,V-tail,no,yes,2,winter,0.083840594,10,3.200694401
72,0.623105215,3.058430739,0,15.01190868,2.641399027,0.35,0,146.249807,248.0288691,LowAcc,400000,13.86032169,0.031771463,0.618660981,19.47222189,1.917080361,2.371587382,0.711476215,0.10057143,0.179651975,0.167515742,0.012136233,-1.188081911,0.100334378,1.768281318,2,0,6,0.254504007,3,1,1,Titan,146.249807,61.004136,0,52.2544,93.995407,5.610191455,6.813252877,0.08228901,0.877137505,0.276986544,14.61865974,4.698170317,0,0.014583564,0,0,V-tail,no,no,0,fall,0.030483263,30,3.204482822
73,0.387342985,2.451981793,0,15.5216822,2.80023841,0.35,0,143.1231603,259.8321148,LowAcc,400000,14.48247674,0.051213439,0.89205981,17.41847116,3.15701355,2.36113713,0.708341139,0.095314192,0.137169967,0.116568678,0.010601289,0.068650004,0.094606096,1.760076773,2,0,1,0.251761178,3,1,1,Titan,143.1231603,59.83904831,0,52.2544,90.86876031,4.015674322,6.970493921,0.074008303,0.669722237,0.2725149,14.3062104,4.706504348,0,0.014583564,0,0,V-tail,no,yes,0,winter,0.008752118,100,4.670608875
74,0.781078301,3.421509177,0,14.98790202,1.725155614,0.35,0,136.934235,224.490323,LowAcc,400000,13.24894309,0.023970915,0.505731993,21.09773401,1.360622128,2.295655788,0.688696736,0.087331656,0.137897781,0.106131057,0.031766724,0.152533387,0.0884413,1.70866704,2,0,6,0.233843368,3,1,1,Titan,136.934235,52.63559271,0,52.2544,84.67983498,6.293385802,6.260572129,0.077419541,0.673275736,0.243954343,13.68781653,4.793234621,0,0.014583564,0,0,V-tail,no,yes,0,winter,0.009566978,100,4.345833484
75,0.853315697,2.832616367,0,9.402985921,2.006977531,0.35,0,195.4965907,460.6623751,LowAcc,400000,17.74101525,0.023179231,0.368585244,15.90152998,0.63601767,2.743370286,0.734644658,0.073600073,0.101595567,0.084354602,0.017240965,0.149582949,0.076500543,2.743370286,3,0,5,0.342047638,3,1,1,Titan,195.4965907,104.3004217,0,52.2544,143.2421907,8.532281635,9.779588629,0.12618675,0.496032856,0.43308187,19.54404281,0.015970914,0,0.014583564,0,0,V-tail,no,yes,0,summer,0.07144594,10,4.078499911
76,0.732876955,2.937019853,0,11.770169,2.78713896,0.35,0,142.7002141,245.4309937,LowAcc,400000,14.18082589,0.026155119,0.490293278,18.74559561,1.144959505,2.34213724,0.702641172,0.055233803,0.148082159,0.124185365,0.013896794,0.026769938,0.057699241,1.745159863,2,0,1,0.246696252,3,1,1,Titan,142.7002141,57.76211897,0,52.2544,90.44581407,5.801150151,6.813474231,0.077973264,0.723000209,0.264326702,14.26395713,4.725229854,0,0.014583564,0,0,V-tail,yes,no,0,summer,0.029794304,30,4.741904454
77,0.469545814,2.80647086,0,16.77424961,1.468658689,0.35,0,141.0027375,250.4781207,LowAcc,400000,14.08683435,0.041579692,0.766281227,18.42921841,2.767881236,2.340653886,0.702196166,0.049841461,0.070270191,0.061444768,0.008825423,0.153221154,0.050790325,1.743995274,2,0,5,0.246296441,3,1,1,Titan,141.0027375,57.59916818,0,52.2544,88.74833746,4.888254408,6.742459284,0.075864906,0.34308902,0.263684183,14.09433786,4.726896059,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.0299931,30,3.495855214
78,1.237193824,3.92692604,0,12.46429446,1.983309366,0.35,0,138.8790727,228.9152911,LowAcc,400000,12.44742433,0.01836684,0.366864345,19.97427728,0.779171561,2.302252564,0.690675769,0.104563054,0.217088042,0.163493363,0.053594679,0.150996528,0.10721241,1.713846202,2,0,3,0.235710163,3,1,1,Titan,138.8790727,53.3617441,0,52.2544,86.62467267,7.087451599,6.107708964,0.08276793,1.059916339,0.24687687,13.88217021,4.781453096,0,0.014583564,0,0,V-tail,yes,no,0,spring,0.010183018,100,4.525757746
79,0.374590401,2.107078796,0,11.85236205,2.296351267,0.35,0,184.8325736,433.925933,LowAcc,400000,17.79257405,0.050345999,0.789241172,15.67634345,2.746866871,2.700997849,0.723850577,0.069418423,0.07929159,0.067584011,0.011707579,0.156081779,0.069518117,2.700997849,3,0,3,0.331398788,3,1,1,Titan,184.8325736,98.35817196,0,52.2544,132.5781736,5.400625719,9.409015603,0.105533429,0.387135335,0.412742949,18.473937,0.016428052,0,0.014583564,0,0,V-tail,yes,no,0,summer,0.071238906,10,3.764935552
80,1.126498217,4.179753455,0,15.5085367,2.104680456,0.35,0,145.3990393,211.0479752,LowAcc,400000,12.62474244,0.019085509,0.410063775,21.485609,0.859262476,2.304146522,0.691243957,0.069141134,0.12780165,0.098921206,0.028880444,0.133810764,0.072524289,1.715333158,2,0,4,0.236243402,3,1,1,Titan,145.3990393,53.58384268,0,52.2544,87.74281011,7.637666668,6.235557781,0.087980984,0.623982121,0.247713955,14.53327227,4.778210088,0,0.014583564,0,5.401829213,V-tail,no,yes,2,winter,0.03346665,30,3.145629742
81,0.378655656,2.415247777,0,15.40561123,1.993739317,0.35,0,153.3103856,296.2667008,LowAcc,400000,14.90037857,0.053426322,0.923417185,17.28393703,3.369722468,2.43825801,0.731477403,0.049963188,0.067492054,0.058080063,0.009411991,0.154484574,0.050475465,1.820624765,2,0,5,0.271350859,3,1,1,Titan,153.3103856,68.38140249,0,52.2544,101.0559856,4.278905519,7.667416064,0.08169016,0.329524971,0.305023772,15.32414117,4.673297869,0,0.014583564,0,0,V-tail,no,yes,0,summer,0.085066531,10,4.997429855
82,0.942915537,2.931369361,0,9.113145339,1.932173074,0.35,0,167.2497269,336.1741788,LowAcc,400000,15.73918193,0.022174119,0.362571568,16.35111477,0.530881184,2.513045552,0.753913666,0.087353754,0.154991934,0.125858099,0.029133835,0.150109819,0.090071707,1.879340843,2,0,1,0.289082755,3,1,1,Titan,167.2497269,76.61235185,0,52.2544,114.9953269,7.251256414,8.516732337,0.098571914,0.756736676,0.335581895,16.71699539,4.692516857,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.080532998,10,4.001150072
83,0.970509614,3.132737659,0,10.11225968,2.484040476,0.35,0,149.7638044,272.421596,LowAcc,400000,14.49569172,0.020660652,0.371872928,17.99908985,0.547320554,2.383953004,0.715185901,0.077217606,0.127942081,0.09043273,0.037509351,0.150423759,0.080585423,1.777989631,2,0,4,0.25771185,3,1,1,Titan,149.7638044,62.4037014,0,52.2544,97.50940443,7.258847742,7.180290885,0.085295281,0.624667765,0.282249542,14.96977657,4.689991679,0,0.014583564,0,0,V-tail,yes,yes,0,fall,0.087441395,10,4.386004466
84,1.386513402,3.286901048,0,7.79200438,2.633687284,0.35,0,172.102635,348.6959072,LowAcc,400000,15.48443727,0.016371034,0.262142855,16.01260202,-0.076112606,2.539654743,0.761896423,0.081586004,0.15604141,0.107344444,0.048696966,0.150181343,0.087452267,1.900231853,2,0,2,0.295134869,3,1,1,Titan,172.102635,79.47806769,0,52.2544,119.848235,8.542935335,8.68664817,0.106944627,0.761860665,0.346254392,17.20191998,4.709020578,0,0.014583564,0,0,V-tail,yes,yes,0,winter,0.00818579,100,3.922489202
85,1.134246368,3.99806273,0,14.09262224,2.425088382,0.35,0,142.3052043,214.5133391,LowAcc,400000,12.54842085,0.018805956,0.403460168,21.45385084,0.795596192,2.275445673,0.682633702,0.06407256,0.103426868,0.051138126,0.052288742,0.148456545,0.06867045,1.692799976,2,0,4,0.228029076,3,1,1,Titan,142.3052043,50.42558595,0,52.2544,84.77029683,8.417096466,6.031240361,0.083444321,0.504974048,0.234931845,14.22413938,4.834300887,0,0.014583564,0,5.280507502,V-tail,yes,yes,2,spring,0.0336702,30,3.512228079
86,1.383000435,3.620736575,0,9.479196835,1.802372305,0.35,0,151.6512699,278.6204069,LowAcc,400000,14.15426714,0.015663002,0.277149685,17.69454467,0.114498987,2.396309784,0.718892935,0.068590743,0.125573253,0.095854242,0.029719011,0.150225993,0.074673298,1.787691001,2,0,6,0.260877999,3,1,1,Titan,151.6512699,63.72348469,0,52.2544,99.39686992,7.632016588,7.192643794,0.091632527,0.613102137,0.287479156,15.15838432,4.683543138,0,0.014583564,0,0,V-tail,no,yes,0,fall,0.029850209,30,4.066363746
87,0.562556102,2.802316836,0,13.95946044,2.864933741,0.35,0,141.8859466,249.1762416,LowAcc,400000,14.14143558,0.033639882,0.638633908,18.98442752,1.983990764,2.343675656,0.703102697,0.061390707,0.072969547,0.048359195,0.024610352,0.15086522,0.062538802,1.746367681,2,0,3,0.24711022,3,1,1,Titan,141.8859466,57.91816713,0,52.2544,89.63154662,5.321349146,6.773705209,0.076353976,0.356268426,0.264992565,14.18259262,4.723533984,0,0.014583564,0,0,V-tail,yes,yes,0,spring,0.008963188,100,3.068487067
88,0.98787384,3.749446143,0,14.2309127,1.468902079,0.35,0,138.404145,214.6833782,LowAcc,400000,12.67814648,0.021762654,0.441368679,20.28101335,0.994352551,2.306121038,0.691836311,0.037014108,0.088421313,0.056638678,0.031782635,0.077592177,0.041384651,1.71688336,2,0,6,0.236798042,3,1,1,Titan,138.404145,53.80106293,0,52.2544,86.14974499,6.760525497,6.202330976,0.081346769,0.431710533,0.248585712,13.8347049,4.774894099,0,0.014583564,0,0,V-tail,yes,yes,0,winter,0.033325679,30,4.966576255
89,1.250651723,3.673494863,0,10.79002592,1.90159282,0.35,0,146.1786259,236.1881803,LowAcc,400000,13.45753717,0.017201958,0.326799771,18.99782454,0.16948354,2.356001255,0.706800377,0.059823529,0.084418362,0.044627427,0.039790935,0.146714798,0.065294558,1.756044572,2,0,2,0.250402178,3,1,1,Titan,146.1786259,59.3307609,0,52.2544,93.92422588,7.779595116,6.707001415,0.087156316,0.41216642,0.270309053,14.61155349,4.711099606,0,0.014583564,0,0,V-tail,yes,no,0,summer,0.094186885,10,4.454068339
90,1.057908352,3.560518192,0,11.98335354,1.865055442,0.35,0,137.9092065,222.0331538,LowAcc,400000,13.31481575,0.018947451,0.372340538,19.65122068,0.599773279,2.292361195,0.687708359,0.1014792,0.198511171,0.16586438,0.032646791,0.149111493,0.103874293,1.706080439,2,0,1,0.232905442,3,1,1,Titan,137.9092065,52.28597428,0,52.2544,85.65480646,7.216825493,6.262220692,0.07884486,0.969216138,0.242490689,13.78524294,4.799407795,0,0.014583564,0,0,V-tail,no,no,0,winter,0.031732158,30,3.571074128
91,0.699787335,2.909963555,0,12.10065897,2.179046074,0.35,0,144.1827327,257.6212319,LowAcc,400000,14.34890237,0.027204268,0.506728398,18.62679752,1.301577209,2.354022026,0.706206608,0.125557182,0.198697588,0.169342219,0.029355369,0.152348001,0.125083526,1.754490668,2,0,5,0.249876482,3,1,1,Titan,144.1827327,59.1085482,0,52.2544,91.92833275,5.451008041,6.91059137,0.078962448,0.970126305,0.26945751,14.41209439,4.712960918,0,0.014583564,0,0,V-tail,no,yes,0,fall,0.088335921,10,4.914734315
92,0.663001831,3.280545436,0,16.23220006,1.848087489,0.35,0,134.7994937,219.3017018,LowAcc,400000,13.26138519,0.029168862,0.585411411,20.06973744,1.704820606,2.282628715,0.684788615,0.075473439,0.149684524,0.135555778,0.014128746,0.158527138,0.076432483,1.698439419,2,0,3,0.23011241,3,1,1,Titan,134.7994937,51.20241562,0,52.2544,82.54509373,5.828842386,6.166746499,0.074594282,0.730823638,0.238150768,13.47012414,4.818812837,0,0.014583564,0,0,V-tail,no,yes,0,fall,0.009558002,100,4.368049621
93,0.570983631,2.73997157,0,13.1482652,1.536817993,0.35,0,145.8430333,265.3299594,LowAcc,400000,14.42710035,0.034077467,0.621397291,18.23484384,1.856516056,2.3718071,0.71154213,0.13651541,0.192791014,0.167832923,0.024958091,0.154583234,0.135153238,1.76845382,2,0,5,0.254561359,3,1,1,Titan,145.8430333,61.06655802,0,52.2544,93.58863328,4.879046598,7.055238823,0.078835092,0.941287893,0.277080324,14.57799362,4.698009348,0,0.014583564,0,0,V-tail,no,no,0,winter,0.087857122,10,3.330387143
