Case,drbatt,dtbatt,EQ_W_Wing,EQ_W_Therm,Foil0,Foil1,FOS,Fuse_d,Fuse_L,Fuse_Lt,Ht_S,NACA0,NACA1,Nz,Panels,PassN,PfracBattery,PfracRTG,PfracSpanels,Planet,PropBlade,PropD,PropN,PropulsionN,rho_b,rho_s,RTGfuelfrac,RTGfueltype,tstart,tmission,Type,Tail_type,Winglet,Ult_n,Ult_s,Vm,Vt_S,Wing_AR,Wing_dhl,Wing_S,Wing_Sweep,Wing_TR,Wing_fin_S,Wing_fin_TR,Cruise_Alt,Min_Alt,Cruise_V,RoC_min_alt,RoC_max_alt,Accel,Wing_folding,Sensor_swath_width,Num_Folds,Season,Area_coverage
1831,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.090681931,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.020729262,6.143214507,2.236960044,1.298186874,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.00E+05
1832,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.114381198,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.016201949,10.38253075,1.669222794,1.178347415,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.00E+05
1833,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.072614172,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.011456277,11.72670419,1.595054942,1.410822869,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
1834,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.063384755,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.028677534,9.496262547,2.280224625,0.666246555,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.00E+05
1835,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056580014,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.013115807,12.22153727,2.374700341,1.243833458,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,4.00E+05
1836,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.075664573,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.011951225,13.3810715,2.014456487,1.363672918,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.00E+05
1837,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.067843033,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.008923311,13.62479526,1.757517856,0.480921053,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
1838,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.133231111,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.026930661,9.739986301,2.372051489,1.204541832,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.00E+05
1839,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.158963979,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.012635417,13.12996218,2.000329277,0.881040778,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.00E+05
1840,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.130962864,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.031734562,9.126984129,1.693062461,0.615822302,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1841,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.150047423,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.021559027,16.60117931,1.885545697,0.795908922,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,4.00E+05
1842,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.105308211,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.030715553,7.177194082,2.111581056,0.934084473,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.00E+05
1843,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.131119295,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.025620507,7.686798299,2.138069574,1.15608216,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.00E+05
1844,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.162718318,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.00952016,11.59376396,2.016222389,1.146914114,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.00E+05
1845,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.059004692,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.012125912,5.958575301,1.767230313,0.509734912,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
1846,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.13018071,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.017046271,7.162422942,2.402071811,1.368256941,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,4.00E+05
1847,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.08082679,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.023349572,8.742934571,2.611331108,1.269373015,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.00E+05
1848,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.097017379,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.027498395,8.573066498,1.934107981,1.197993228,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.00E+05
1849,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.101319226,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.027119906,6.630662021,2.128357118,0.97534068,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.00E+05
1850,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.059239338,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.014804451,13.35152923,2.327903958,1.377424987,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,4.00E+05
1851,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.05869183,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.011252476,9.717829597,2.115112858,0.38596629,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.00E+05
1852,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.064010478,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.027192692,9.769528575,2.664308145,1.129232882,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.00E+05
1853,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.152159239,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.024164779,11.68239078,1.675403448,0.381382267,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.00E+05
1854,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.053451398,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.010888544,5.212632894,1.800782437,1.075534327,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.00E+05
1855,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.089430484,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.012853776,8.794633548,2.759666812,1.355159732,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.00E+05
1856,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.14175659,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.021151423,14.19348402,2.112464007,1.180311996,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1857,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.076133866,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.03169089,12.34709193,2.580427836,0.720599972,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.00E+05
1858,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.054233552,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.012548073,15.12406564,2.383529847,0.780847132,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,4.00E+05
1859,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.162952965,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.018574785,10.52285655,1.529716596,1.243178598,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1860,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.089352269,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.026872432,6.948241462,2.483303268,0.467168984,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.00E+05
1861,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.058457184,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.024310352,14.1048572,1.586225436,1.210435576,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1862,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.046881304,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.029973132,9.503648111,2.070082377,0.392514894,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1863,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.156773948,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.012198698,10.89952053,2.686381911,0.73304232,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.00E+05
1864,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.131510372,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.016260178,10.20527711,2.6704888,0.771679085,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.00E+05
1865,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.158338256,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.029245268,15.13883677,1.97560666,1.105657907,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.00E+05
1866,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.093966978,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.0202052,10.41945859,2.77114517,0.546407096,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.00E+05
1867,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.162796534,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.022461578,15.27916257,1.621543461,0.890208824,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.00E+05
1868,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.107107166,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.012751875,12.00735579,2.07538008,0.915748381,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.00E+05
1869,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.067921248,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.015736116,10.93644838,2.289054131,1.183586298,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
1870,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.084268268,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.011689194,7.347062154,2.200759069,1.258240388,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.00E+05
1871,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.137141881,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.01764312,12.0738259,1.837866363,0.572601514,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.00E+05
1872,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.135342927,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.012067683,9.599660502,2.583959639,1.046065607,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.00E+05
1873,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.055406783,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.026435714,13.74296435,2.425028527,0.527416144,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.00E+05
1874,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.107341812,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.023422358,7.08856726,2.734944195,1.230736249,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,4.00E+05
1875,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.107185381,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.020540017,12.70159921,2.674903553,1.107622488,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.00E+05
1876,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.144103052,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.02928894,8.129932398,2.718168133,0.514973795,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.00E+05
1877,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.096782732,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.029580086,13.49185503,1.851993573,1.039517003,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,4.00E+05
1878,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.094592701,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.019346321,13.41799934,2.578661935,0.471098146,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,4.00E+05
1879,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.083955406,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.019491894,16.51993806,1.593289041,0.531345306,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.00E+05
1880,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.049618843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.009622061,10.92167724,1.793718832,0.489434238,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,4.00E+05
1881,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.092480885,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.028531962,7.147651808,2.281990526,0.676724322,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,4.00E+05
1882,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.130258926,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.030337064,9.163911967,1.826388005,0.442939148,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.00E+05
1883,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.074882419,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.025998996,6.386938267,1.539429053,1.161975904,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.00E+05
1884,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.045004135,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.018953274,10.66318234,2.696977318,0.822103339,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,4.00E+05
1885,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.135030065,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.023509702,12.51696,1.49263267,0.425257916,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.00E+05
1886,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.047272381,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.023597045,5.744393815,2.081560735,0.739590924,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.00E+05
1887,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.159276841,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.024616055,15.271777,2.149547933,1.358434034,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.00E+05
1888,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.099598487,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.012358829,10.98814736,2.787038282,0.585698722,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,4.00E+05
1889,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.134560773,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.022083089,16.61595045,2.723465837,1.241868877,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1890,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.091073008,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.025242017,11.01030406,1.670105745,1.164595346,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,4.00E+05
1891,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.165142996,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.022068531,14.51106346,2.526567848,0.49139882,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.00E+05
1892,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.076759589,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.031021256,6.002888709,1.580044782,1.326345873,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.00E+05
1893,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.105855719,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.028706649,9.577503799,1.932342079,0.668865997,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.00E+05
1894,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.047741674,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.01940455,5.286488582,2.509791786,1.137746068,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.00E+05
1895,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.154271055,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.02212676,5.781321659,2.410018366,0.875801894,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
1896,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.117118738,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.012155027,6.31308258,2.50007933,0.660352812,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
1897,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.059317554,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.014673435,9.621817206,2.502728181,0.450797473,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.00E+05
1898,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.124549201,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.027862327,12.64990024,2.781740578,0.836510268,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.00E+05
1899,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.060960077,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.01780325,15.07975223,1.509408732,0.697679856,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1900,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.074804204,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.009563832,9.296852201,2.523036046,0.758581877,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.00E+05
1901,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.157634317,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.023669832,15.70013997,2.734061244,0.549681398,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.00E+05
1902,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.085989007,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.00968029,14.91726972,1.662159189,0.706193042,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
1903,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.127912463,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.016682339,15.33086155,2.724348787,0.993021912,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.00E+05
